dayno,dow,sums1,sums2,cc
3519,0,225,233,30
3520,1,213,228,24
3521,2,205,223,34
3522,3,215,220,31
3523,4,226,219,41
3524,5,222,228,45
3525,6,213,247,34
3526,0,233,239,33
3527,1,228,242,31
3528,2,223,249,31
3529,3,220,246,27
3530,4,219,242,46
3531,5,228,247,45
3532,6,247,247,41
3533,0,239,254,37
3534,1,242,258,34
3535,2,249,261,28
3536,3,246,258,30
3537,4,242,261,30
3538,5,247,245,37
3539,6,247,237,27
3540,0,254,223,20
3541,1,258,206,18
3542,2,261,190,45
3543,3,258,207,27
3544,4,261,204,54
3545,5,245,228,21
3546,6,237,212,23
3547,0,223,208,39
3548,1,206,227,24
3549,2,190,233,33
3550,3,207,221,21
3551,4,204,215,23
3552,5,228,184,45
3553,6,212,208,26
3554,0,208,211,17
3555,1,227,189,15
3556,2,233,180,12
3557,3,221,159,8
3558,4,215,146,0
3559,5,184,123,0
3560,6,208,78,0
