dayno,dow,sums1,sums2,cc
3522,3,179,175,35
3523,4,182,186,23
3524,5,163,191,30
3525,6,167,196,25
3526,0,171,192,29
3527,1,156,203,34
3528,2,161,210,29
3529,3,175,205,40
3530,4,186,210,40
3531,5,191,227,26
3532,6,196,223,24
3533,0,192,222,20
3534,1,203,213,29
3535,2,210,208,21
3536,3,205,200,27
3537,4,210,187,34
3538,5,227,181,34
3539,6,223,189,36
3540,0,222,201,24
3541,1,213,205,27
3542,2,208,203,27
3543,3,200,209,16
3544,4,187,198,27
3545,5,181,191,34
3546,6,189,191,24
3547,0,201,179,19
3548,1,205,174,22
3549,2,203,169,23
3550,3,209,165,12
3551,4,198,161,27
3552,5,191,161,25
3553,6,191,152,16
3554,0,179,144,23
3555,1,174,148,16
3556,2,169,142,10
3557,3,165,129,1
3558,4,161,118,0
3559,5,161,91,0
3560,6,152,66,0
