dayno,dow,sums1,sums2,cc
155,3,51,49,3
156,4,54,45,17
157,5,60,48,4
158,6,62,46,7
159,0,54,46,0
160,1,55,38,7
161,2,53,41,4
162,3,49,42,4
163,4,45,43,8
164,5,48,34,7
165,6,46,37,6
166,0,46,36,4
167,1,38,40,4
168,2,41,37,4
169,3,42,37,5
170,4,43,38,8
171,5,34,38,10
172,6,37,41,2
173,0,36,37,10
174,1,40,43,14
175,2,37,53,15
176,3,37,64,15
177,4,38,74,13
178,5,38,79,11
179,6,41,80,7
180,0,37,85,6
181,1,43,81,6
182,2,53,73,4
183,3,64,62,9
184,4,74,56,4
185,5,79,47,2
186,6,80,38,5
187,0,85,36,7
188,1,81,37,4
189,2,73,35,7
190,3,62,38,6
191,4,56,35,3
192,5,47,34,6
193,6,38,38,7
194,0,36,40,10
195,1,37,43,1
196,2,35,40,7
197,3,38,40,4
198,4,35,38,5
199,5,34,40,7
200,6,38,41,7
201,0,40,41,7
202,1,43,38,6
203,2,40,43,10
204,3,40,46,6
205,4,38,48,11
206,5,40,54,3
207,6,41,50,10
208,0,41,53,1
209,1,38,47,5
210,2,43,46,3
211,3,46,39,3
212,4,48,36,5
213,5,54,30,3
214,6,50,30,5
215,0,53,25,5
216,1,47,29,3
217,2,46,27,4
218,3,39,28,8
219,4,36,33,7
220,5,30,35,7
221,6,30,39,5
222,0,25,39,2
223,1,29,36,8
224,2,27,41,7
225,3,28,44,7
226,4,33,43,4
227,5,35,40,5
228,6,39,38,10
229,0,39,43,5
230,1,36,46,5
231,2,41,43,4
232,3,44,40,10
233,4,43,43,11
234,5,40,50,10
235,6,38,55,5
236,0,43,50,6
237,1,46,51,4
238,2,43,50,13
239,3,40,59,4
240,4,43,53,6
241,5,50,48,10
242,6,55,48,6
243,0,50,49,5
244,1,51,48,7
245,2,50,51,14
246,3,59,52,3
247,4,53,51,15
248,5,48,60,13
249,6,48,63,7
250,0,49,64,6
251,1,48,65,12
252,2,51,70,10
253,3,52,66,7
254,4,51,70,5
255,5,60,60,16
256,6,63,63,2
257,0,64,58,6
258,1,65,58,5
259,2,70,51,5
260,3,66,46,14
261,4,70,53,3
262,5,60,51,2
263,6,63,37,10
264,0,58,45,7
265,1,58,46,7
266,2,51,48,12
267,3,46,55,3
268,4,53,44,5
269,5,51,46,6
270,6,37,50,4
271,0,45,44,7
272,1,46,44,15
273,2,48,52,15
274,3,55,55,5
275,4,44,57,6
276,5,46,58,4
277,6,50,56,4
278,0,44,56,2
279,1,44,51,1
280,2,52,37,5
281,3,55,27,6
282,4,57,28,8
283,5,58,30,3
284,6,56,29,5
285,0,56,30,5
286,1,51,33,7
287,2,37,39,7
288,3,27,41,8
289,4,28,43,3
290,5,30,38,7
291,6,29,42,5
292,0,30,42,3
293,1,33,40,1
294,2,39,34,3
295,3,41,30,2
296,4,43,24,7
297,5,38,28,6
298,6,42,27,3
299,0,42,25,8
300,1,40,30,10
301,2,34,39,8
302,3,30,44,7
303,4,24,49,2
304,5,28,44,7
305,6,27,45,3
306,0,25,45,5
307,1,30,42,0
308,2,39,32,11
309,3,44,35,6
310,4,49,34,10
311,5,44,42,2
312,6,45,37,5
313,0,45,39,1
314,1,42,35,4
315,2,32,39,5
316,3,35,33,9
317,4,34,36,6
318,5,42,32,3
319,6,37,33,6
320,0,39,34,4
321,1,35,37,1
322,2,39,34,4
323,3,33,33,2
324,4,36,26,6
325,5,32,26,3
326,6,33,26,1
327,0,34,21,1
328,1,37,18,0
329,2,34,17,1
330,3,33,14,2
331,4,26,14,7
332,5,26,15,6
333,6,26,18,1
334,0,21,18,6
335,1,18,23,4
336,2,17,27,6
337,3,14,32,4
338,4,14,34,3
339,5,15,30,1
340,6,18,25,5
341,0,18,29,4
342,1,23,27,4
343,2,27,27,3
344,3,32,24,4
345,4,34,24,7
346,5,30,28,5
347,6,25,32,6
348,0,29,33,5
349,1,27,34,6
350,2,27,36,6
351,3,24,39,2
352,4,24,37,3
353,5,28,33,4
354,6,32,32,3
355,0,33,29,8
356,1,34,32,1
357,2,36,27,5
358,3,39,26,1
359,4,37,25,7
360,5,33,29,1
361,6,32,26,5
362,0,29,28,5
363,1,32,25,5
364,2,27,29,4
365,3,26,28,12
366,4,25,39,3
367,5,29,35,2
368,6,26,36,7
369,0,28,38,2
370,1,25,35,2
371,2,29,32,3
372,3,28,31,7
373,4,39,26,3
374,5,35,26,7
375,6,36,31,2
376,0,38,26,2
377,1,35,26,6
378,2,32,30,2
379,3,31,29,3
380,4,26,25,7
381,5,26,29,8
382,6,31,30,3
383,0,26,31,4
384,1,26,33,3
385,2,30,30,8
386,3,29,36,6
387,4,25,39,1
388,5,29,33,7
389,6,30,32,5
390,0,31,34,9
391,1,33,39,6
392,2,30,42,2
393,3,36,36,7
394,4,39,37,4
395,5,33,40,3
396,6,32,36,4
397,0,34,35,3
398,1,39,29,7
399,2,42,30,0
400,3,36,28,8
401,4,37,29,3
402,5,40,28,7
403,6,36,32,8
404,0,35,36,3
405,1,29,36,4
406,2,30,33,2
407,3,28,35,12
408,4,29,39,13
409,5,28,49,2
410,6,32,44,9
411,0,36,45,3
412,1,36,45,3
413,2,33,44,6
414,3,35,48,6
415,4,39,42,4
416,5,49,33,4
417,6,44,35,7
418,0,45,33,4
419,1,45,34,5
420,2,44,36,8
421,3,48,38,5
422,4,42,37,3
423,5,33,36,2
424,6,35,34,2
425,0,33,29,6
426,1,34,31,3
427,2,36,29,3
428,3,38,24,6
429,4,37,25,6
430,5,36,28,7
431,6,34,33,8
432,0,29,39,2
433,1,31,35,4
434,2,29,36,10
435,3,24,43,4
436,4,25,41,7
437,5,28,42,7
438,6,33,42,8
439,0,39,42,5
440,1,35,45,6
441,2,36,47,5
442,3,43,42,4
443,4,41,42,12
444,5,42,47,1
445,6,42,41,2
446,0,42,35,8
447,1,45,38,7
448,2,47,39,3
449,3,42,37,3
450,4,42,36,5
451,5,47,29,8
452,6,41,36,2
453,0,35,36,3
454,1,38,31,10
455,2,39,34,8
456,3,37,39,10
457,4,36,46,5
458,5,29,46,2
459,6,36,40,8
460,0,36,46,6
461,1,31,49,5
462,2,34,44,6
463,3,39,42,5
464,4,46,37,4
465,5,46,36,3
466,6,40,37,1
467,0,46,30,9
468,1,49,33,4
469,2,44,32,5
470,3,42,31,4
471,4,37,30,4
472,5,36,30,9
473,6,37,36,7
474,0,30,42,5
475,1,33,38,3
476,2,32,37,3
477,3,31,35,2
478,4,30,33,7
479,5,30,36,1
480,6,36,28,4
481,0,42,25,4
482,1,38,24,1
483,2,37,22,8
484,3,35,27,4
485,4,33,29,5
486,5,36,27,5
487,6,28,31,2
488,0,25,29,6
489,1,24,31,10
490,2,22,40,7
491,3,27,39,8
492,4,29,43,9
493,5,27,47,1
494,6,31,43,2
495,0,29,43,9
496,1,31,46,6
497,2,40,42,7
498,3,39,42,2
499,4,43,36,5
500,5,47,32,9
501,6,43,40,3
502,0,43,41,2
503,1,46,34,13
504,2,42,41,2
505,3,42,36,7
506,4,36,41,11
507,5,32,47,3
508,6,40,41,4
509,0,41,42,10
510,1,34,50,5
511,2,41,42,3
512,3,36,43,8
513,4,41,44,4
514,5,47,37,6
515,6,41,40,5
516,0,42,41,2
517,1,50,33,5
518,2,42,33,4
519,3,43,34,4
520,4,44,30,9
521,5,37,35,8
522,6,40,37,3
523,0,41,35,8
524,1,33,41,6
525,2,33,42,4
526,3,34,42,5
527,4,30,43,10
528,5,35,44,6
529,6,37,42,1
530,0,35,40,8
531,1,41,40,3
532,2,42,37,7
533,3,42,40,5
534,4,43,40,7
535,5,44,37,9
536,6,42,40,12
537,0,40,51,6
538,1,40,49,2
539,2,37,48,6
540,3,40,47,10
541,4,40,52,7
542,5,37,52,9
543,6,40,52,3
544,0,51,43,6
545,1,49,43,8
546,2,48,49,12
547,3,47,55,2
548,4,52,47,18
549,5,52,58,11
550,6,52,60,14
551,0,43,71,2
552,1,43,67,8
553,2,49,67,4
554,3,55,59,3
555,4,47,60,11
556,5,58,53,3
557,6,60,45,4
558,0,71,35,9
559,1,67,42,5
560,2,67,39,5
561,3,59,40,4
562,4,60,41,5
563,5,53,35,9
564,6,45,41,5
565,0,35,42,4
566,1,42,37,4
567,2,39,36,3
568,3,40,34,5
569,4,41,35,8
570,5,35,38,4
571,6,41,33,11
572,0,42,39,3
573,1,37,38,3
574,2,36,37,5
575,3,34,39,4
576,4,35,38,8
577,5,38,38,4
578,6,33,38,4
579,0,39,31,8
580,1,38,36,3
581,2,37,36,4
582,3,39,35,4
583,4,38,35,9
584,5,38,36,4
585,6,38,36,1
586,0,31,33,1
587,1,36,26,9
588,2,36,32,4
589,3,35,32,6
590,4,35,34,4
591,5,36,29,8
592,6,36,33,3
593,0,33,35,6
594,1,26,40,3
595,2,32,34,9
596,3,32,39,10
597,4,34,43,3
598,5,29,42,12
599,6,33,46,4
600,0,35,47,3
601,1,40,44,6
602,2,34,47,5
603,3,39,43,9
604,4,43,42,7
605,5,42,46,3
606,6,46,37,9
607,0,47,42,3
608,1,44,42,8
609,2,47,44,5
610,3,43,44,2
611,4,42,37,6
612,5,46,36,2
613,6,37,35,6
614,0,42,32,7
615,1,42,36,10
616,2,44,38,2
617,3,44,35,6
618,4,37,39,5
619,5,36,38,1
620,6,35,37,4
621,0,32,35,3
622,1,36,31,3
623,2,38,24,3
624,3,35,25,8
625,4,39,27,11
626,5,38,33,6
627,6,37,38,3
628,0,35,37,5
629,1,31,39,5
630,2,24,41,8
631,3,25,46,7
632,4,27,45,5
633,5,33,39,18
634,6,38,51,7
635,0,37,55,1
636,1,39,51,7
637,2,41,53,3
638,3,46,48,7
639,4,45,48,6
640,5,39,49,9
641,6,51,40,4
642,0,55,37,8
643,1,51,44,2
644,2,53,39,4
645,3,48,40,2
646,4,48,35,7
647,5,49,36,10
648,6,40,37,6
649,0,37,39,7
650,1,44,38,3
651,2,39,39,6
652,3,40,41,3
653,4,35,42,12
654,5,36,47,2
655,6,37,39,3
656,0,39,36,5
657,1,38,34,7
658,2,39,38,5
659,3,41,37,7
660,4,42,41,13
661,5,47,42,7
662,6,39,47,0
663,0,36,44,5
664,1,34,44,2
665,2,38,39,5
666,3,37,39,3
667,4,41,35,4
668,5,42,26,18
669,6,47,37,6
670,0,44,43,2
671,1,44,40,4
672,2,39,42,3
673,3,39,40,3
674,4,35,40,8
675,5,26,44,5
676,6,37,31,7
677,0,43,32,7
678,1,40,37,7
679,2,42,40,5
680,3,40,42,5
681,4,40,44,2
682,5,44,38,8
683,6,31,41,8
684,0,32,42,6
685,1,37,41,5
686,2,40,39,2
687,3,42,36,4
688,4,44,35,6
689,5,38,39,7
690,6,41,38,4
691,0,42,34,5
692,1,41,33,7
693,2,39,35,6
694,3,36,39,3
695,4,35,38,5
696,5,39,37,9
697,6,38,39,6
698,0,34,41,3
699,1,33,39,7
700,2,35,39,5
701,3,39,38,5
702,4,38,40,3
703,5,37,38,4
704,6,39,33,7
705,0,41,34,5
706,1,39,36,7
707,2,39,36,8
708,3,38,39,7
709,4,40,41,8
710,5,38,46,6
711,6,33,48,3
712,0,34,44,7
713,1,36,46,11
714,2,36,50,5
715,3,39,47,4
716,4,41,44,8
717,5,46,44,14
718,6,48,52,4
719,0,44,53,6
720,1,46,52,0
721,2,50,41,4
722,3,47,40,7
723,4,44,43,4
724,5,44,39,2
725,6,52,27,4
726,0,53,27,1
727,1,52,22,11
728,2,41,33,3
729,3,40,32,3
730,4,43,28,7
731,5,39,31,8
732,6,27,37,2
733,0,27,35,4
734,1,22,38,4
735,2,33,31,4
736,3,32,32,7
737,4,28,36,5
738,5,31,34,3
739,6,37,29,0
740,0,35,27,4
741,1,38,27,4
742,2,31,27,6
743,3,32,29,6
744,4,36,28,8
745,5,34,31,9
746,6,29,37,4
747,0,27,41,5
748,1,27,42,0
749,2,27,38,2
750,3,29,34,0
751,4,28,28,5
752,5,31,25,3
753,6,37,19,3
754,0,41,18,6
755,1,42,19,5
756,2,38,24,4
757,3,34,26,6
758,4,28,32,2
759,5,25,29,6
760,6,19,32,5
761,0,18,34,2
762,1,19,30,9
763,2,24,34,6
764,3,26,36,5
765,4,32,35,8
766,5,29,41,5
767,6,32,40,2
768,0,34,37,10
769,1,30,45,10
770,2,34,46,11
771,3,36,51,6
772,4,35,52,6
773,5,41,50,7
774,6,40,52,4
775,0,37,54,4
776,1,45,48,3
777,2,46,41,2
778,3,51,32,6
779,4,52,32,5
780,5,50,31,10
781,6,52,34,4
782,0,54,34,2
783,1,48,32,6
784,2,41,35,1
785,3,32,34,3
786,4,32,31,10
787,5,31,36,3
788,6,34,29,2
789,0,34,27,5
790,1,32,30,11
791,2,35,35,5
792,3,34,39,7
793,4,31,43,4
794,5,36,37,4
795,6,29,38,9
796,0,27,45,7
797,1,30,47,4
798,2,35,40,4
799,3,39,39,5
800,4,43,37,7
801,5,37,40,3
802,6,38,39,3
803,0,45,33,3
804,1,47,29,6
805,2,40,31,6
806,3,39,33,5
807,4,37,33,8
808,5,40,34,5
809,6,39,36,4
810,0,33,37,2
811,1,29,36,5
812,2,31,35,5
813,3,33,34,9
814,4,33,38,2
815,5,34,32,3
816,6,36,30,9
817,0,37,35,9
818,1,36,42,9
819,2,35,46,4
820,3,34,45,10
821,4,38,46,4
822,5,32,48,11
823,6,30,56,1
824,0,35,48,5
825,1,42,44,11
826,2,46,46,4
827,3,45,46,10
828,4,46,46,4
829,5,48,46,4
830,6,56,39,4
831,0,48,42,9
832,1,44,46,6
833,2,46,41,4
834,3,46,41,7
835,4,46,38,5
836,5,46,39,0
837,6,39,35,5
838,0,42,36,6
839,1,46,33,5
840,2,41,32,12
841,3,41,40,5
842,4,38,38,9
843,5,39,42,2
844,6,35,44,4
845,0,36,43,11
846,1,33,48,8
847,2,32,51,13
848,3,40,52,8
849,4,38,55,1
850,5,42,47,1
851,6,44,46,2
852,0,43,44,7
853,1,48,40,5
854,2,51,37,6
855,3,52,30,7
856,4,55,29,13
857,5,47,41,3
858,6,46,43,8
859,0,44,49,4
860,1,40,46,1
861,2,37,42,7
862,3,30,43,4
863,4,29,40,7
864,5,41,34,11
865,6,43,42,2
866,0,49,36,6
867,1,46,38,4
868,2,42,41,6
869,3,43,40,6
870,4,40,42,10
871,5,34,45,3
872,6,42,37,4
873,0,36,39,6
874,1,38,39,6
875,2,41,41,11
876,3,40,46,6
877,4,42,46,7
878,5,45,43,9
879,6,37,49,9
880,0,39,54,0
881,1,39,48,6
882,2,41,48,7
883,3,46,44,6
884,4,46,44,13
885,5,43,50,2
886,6,49,43,3
887,0,54,37,4
888,1,48,41,3
889,2,48,38,3
890,3,44,34,5
891,4,44,33,10
892,5,50,30,4
893,6,43,32,7
894,0,37,36,4
895,1,41,36,5
896,2,38,38,3
897,3,34,38,6
898,4,33,39,7
899,5,30,36,0
900,6,32,32,7
901,0,36,32,9
902,1,36,37,8
903,2,38,40,7
904,3,38,44,3
905,4,39,41,2
906,5,36,36,5
907,6,32,41,2
908,0,32,36,5
909,1,37,32,2
910,2,40,26,3
911,3,44,22,2
912,4,41,21,8
913,5,36,27,4
914,6,41,26,7
915,0,36,31,8
916,1,32,34,10
917,2,26,42,2
918,3,22,41,4
919,4,21,43,5
920,5,27,40,7
921,6,26,43,3
922,0,31,39,6
923,1,34,37,3
924,2,42,30,2
925,3,41,30,6
926,4,43,32,7
927,5,40,34,6
928,6,43,33,9
929,0,39,39,5
930,1,37,38,2
931,2,30,37,2
932,3,30,37,6
933,4,32,37,10
934,5,34,40,9
935,6,33,43,10
936,0,39,44,2
937,1,38,41,5
938,2,37,44,2
939,3,37,44,11
940,4,37,49,4
941,5,40,43,3
942,6,43,37,8
943,0,44,35,8
944,1,41,41,4
945,2,44,40,5
946,3,44,43,11
947,4,49,43,6
948,5,43,45,7
949,6,37,49,5
950,0,35,46,3
951,1,41,41,0
952,2,40,37,2
953,3,43,34,6
954,4,43,29,3
955,5,45,26,3
956,6,49,22,5
957,0,46,22,1
958,1,41,20,4
959,2,37,24,3
960,3,34,25,9
961,4,29,28,3
962,5,26,28,4
963,6,22,29,2
964,0,22,26,5
965,1,20,30,9
966,2,24,35,2
967,3,25,34,7
968,4,28,32,13
969,5,28,42,6
970,6,29,44,3
971,0,26,45,6
972,1,30,46,5
973,2,35,42,11
974,3,34,51,2
975,4,32,46,2
976,5,42,35,5
977,6,44,34,8
978,0,45,39,3
979,1,46,36,2
980,2,42,33,4
981,3,51,26,9
982,4,46,33,3
983,5,35,34,6
984,6,34,35,3
985,0,39,30,8
986,1,36,35,3
987,2,33,36,5
988,3,26,37,10
989,4,33,38,7
990,5,34,42,4
991,6,35,40,2
992,0,30,39,3
993,1,35,34,2
994,2,36,33,3
995,3,37,31,4
996,4,38,25,2
997,5,42,20,5
998,6,40,21,3
999,0,39,22,5
1000,1,34,24,3
1001,2,33,25,3
1002,3,31,25,6
1003,4,25,27,4
1004,5,20,29,1
1005,6,21,25,7
1006,0,22,29,9
1007,1,24,33,2
1008,2,25,32,6
1009,3,25,35,7
1010,4,27,36,5
1011,5,29,37,3
1012,6,25,39,4
1013,0,29,36,2
1014,1,33,29,4
1015,2,32,31,2
1016,3,35,27,5
1017,4,36,25,6
1018,5,37,26,2
1019,6,39,25,5
1020,0,36,26,4
1021,1,29,28,3
1022,2,31,27,4
1023,3,27,29,4
1024,4,25,28,5
1025,5,26,27,2
1026,6,25,27,0
1027,0,26,22,6
1028,1,28,24,8
1029,2,27,29,4
1030,3,29,29,5
1031,4,28,30,3
1032,5,27,28,3
1033,6,27,29,11
1034,0,22,40,3
1035,1,24,37,9
1036,2,29,38,2
1037,3,29,36,9
1038,4,30,40,4
1039,5,28,41,6
1040,6,29,44,7
1041,0,40,40,8
1042,1,37,45,2
1043,2,38,38,7
1044,3,36,43,3
1045,4,40,37,2
1046,5,41,35,7
1047,6,44,36,6
1048,0,40,35,5
1049,1,45,32,6
1050,2,38,36,4
1051,3,43,33,7
1052,4,37,37,3
1053,5,35,38,1
1054,6,36,32,2
1055,0,35,28,6
1056,1,32,29,2
1057,2,36,25,7
1058,3,33,28,4
1059,4,37,25,2
1060,5,38,24,2
1061,6,32,25,6
1062,0,28,29,2
1063,1,29,25,4
1064,2,25,27,5
1065,3,28,25,2
1066,4,25,23,1
1067,5,24,22,3
1068,6,25,23,2
1069,0,29,19,1
1070,1,25,18,4
1071,2,27,18,1
1072,3,25,14,4
1073,4,23,16,2
1074,5,22,17,4
1075,6,23,18,2
1076,0,19,18,2
1077,1,18,19,3
1078,2,18,18,4
1079,3,14,21,9
1080,4,16,26,3
1081,5,17,27,7
1082,6,18,30,2
1083,0,18,30,3
1084,1,19,31,2
1085,2,18,30,2
1086,3,21,28,4
1087,4,26,23,5
1088,5,27,25,6
1089,6,30,24,2
1090,0,30,24,3
1091,1,31,24,4
1092,2,30,26,5
1093,3,28,29,3
1094,4,23,28,2
1095,5,25,25,9
1096,6,24,28,10
1097,0,24,36,4
1098,1,24,37,2
1099,2,26,35,4
1100,3,29,34,2
1101,4,28,33,5
1102,5,25,36,3
1103,6,28,30,9
1104,0,36,29,8
1105,1,37,33,7
1106,2,35,38,7
1107,3,34,41,2
1108,4,33,41,3
1109,5,36,39,4
1110,6,30,40,4
1111,0,29,35,3
1112,1,33,30,8
1113,2,38,31,3
1114,3,41,27,3
1115,4,41,28,5
1116,5,39,30,0
1117,6,40,26,6
1118,0,35,28,1
1119,1,30,26,4
1120,2,31,22,2
1121,3,27,21,7
1122,4,28,25,8
1123,5,30,28,3
1124,6,26,31,2
1125,0,28,27,5
1126,1,26,31,3
1127,2,22,30,7
1128,3,21,35,3
1129,4,25,31,4
1130,5,28,27,1
1131,6,31,25,1
1132,0,27,24,3
1133,1,31,22,3
1134,2,30,22,7
1135,3,35,22,8
1136,4,31,27,8
1137,5,27,31,2
1138,6,25,32,4
1139,0,24,35,0
1140,1,22,32,4
1141,2,22,33,3
1142,3,22,29,2
1143,4,27,23,3
1144,5,31,18,4
1145,6,32,20,0
1146,0,35,16,6
1147,1,32,22,6
1148,2,33,24,1
1149,3,29,22,2
1150,4,23,22,8
1151,5,18,27,3
1152,6,20,26,6
1153,0,16,32,2
1154,1,22,28,4
1155,2,24,26,5
1156,3,22,30,5
1157,4,22,33,4
1158,5,27,29,3
1159,6,26,29,4
1160,0,32,27,4
1161,1,28,29,2
1162,2,26,27,5
1163,3,30,27,3
1164,4,33,25,4
1165,5,29,25,4
1166,6,29,26,1
1167,0,27,23,3
1168,1,29,22,2
1169,2,27,22,4
1170,3,27,21,0
1171,4,25,18,8
1172,5,25,22,8
1173,6,26,26,6
1174,0,23,31,2
1175,1,22,30,1
1176,2,22,29,4
1177,3,21,29,3
1178,4,18,32,9
1179,5,22,33,3
1180,6,26,28,3
1181,0,31,25,1
1182,1,30,24,4
1183,2,29,27,7
1184,3,29,30,1
1185,4,32,28,7
1186,5,33,26,5
1187,6,28,28,4
1188,0,25,29,5
1189,1,24,33,5
1190,2,27,34,7
1191,3,30,34,10
1192,4,28,43,4
1193,5,26,40,7
1194,6,28,42,5
1195,0,29,43,3
1196,1,33,41,4
1197,2,34,40,1
1198,3,34,34,8
1199,4,43,32,2
1200,5,40,30,4
1201,6,42,27,4
1202,0,43,26,2
1203,1,41,25,5
1204,2,40,26,7
1205,3,34,32,9
1206,4,32,33,2
1207,5,30,33,10
1208,6,27,39,8
1209,0,26,43,5
1210,1,25,46,7
1211,2,26,48,4
1212,3,32,45,3
1213,4,33,39,8
1214,5,33,45,9
1215,6,39,44,15
1216,0,43,51,9
1217,1,46,55,6
1218,2,48,54,4
1219,3,45,54,1
1220,4,39,52,1
1221,5,45,45,5
1222,6,44,41,5
1223,0,51,31,2
1224,1,55,24,9
1225,2,54,27,3
1226,3,54,26,3
1227,4,52,28,8
1228,5,45,35,2
1229,6,41,32,2
1230,0,31,29,1
1231,1,24,28,1
1232,2,27,20,4
1233,3,26,21,5
1234,4,28,23,3
1235,5,35,18,5
1236,6,32,21,7
1237,0,29,26,6
1238,1,28,31,3
1239,2,20,33,1
1240,3,21,30,7
1241,4,23,32,3
1242,5,18,32,6
1243,6,21,33,6
1244,0,26,32,6
1245,1,31,32,3
1246,2,33,32,6
1247,3,30,37,4
1248,4,32,34,6
1249,5,32,37,11
1250,6,33,42,4
1251,0,32,40,5
1252,1,32,39,8
1253,2,32,44,7
1254,3,37,45,7
1255,4,34,48,7
1256,5,37,49,2
1257,6,42,40,8
1258,0,40,44,8
1259,1,39,47,0
1260,2,44,39,4
1261,3,45,36,0
1262,4,48,29,16
1263,5,49,38,10
1264,6,40,46,5
1265,0,44,43,4
1266,1,47,39,6
1267,2,39,45,5
1268,3,36,46,2
1269,4,29,48,3
1270,5,38,35,3
1271,6,46,28,4
1272,0,43,27,3
1273,1,39,26,2
1274,2,45,22,4
1275,3,46,21,4
1276,4,48,23,2
1277,5,35,22,6
1278,6,28,25,5
1279,0,27,26,2
1280,1,26,25,10
1281,2,22,33,1
1282,3,21,30,0
1283,4,23,26,11
1284,5,22,35,3
1285,6,25,32,5
1286,0,26,32,3
1287,1,25,33,7
1288,2,33,30,8
1289,3,30,37,4
1290,4,26,41,10
1291,5,35,40,8
1292,6,32,45,4
1293,0,32,44,6
1294,1,33,47,6
1295,2,30,46,9
1296,3,37,47,2
1297,4,41,45,7
1298,5,40,42,10
1299,6,45,44,2
1300,0,44,42,9
1301,1,47,45,3
1302,2,46,42,3
1303,3,47,36,5
1304,4,45,39,9
1305,5,42,41,6
1306,6,44,37,8
1307,0,42,43,6
1308,1,45,40,10
1309,2,42,47,7
1310,3,36,51,3
1311,4,39,49,10
1312,5,41,50,12
1313,6,37,56,6
1314,0,43,54,4
1315,1,40,52,8
1316,2,47,50,6
1317,3,51,49,3
1318,4,49,49,3
1319,5,50,42,5
1320,6,56,35,5
1321,0,54,34,4
1322,1,52,34,4
1323,2,50,30,8
1324,3,49,32,7
1325,4,49,36,12
1326,5,42,45,7
1327,6,35,47,9
1328,0,34,51,8
1329,1,34,55,4
1330,2,30,55,9
1331,3,32,56,6
1332,4,36,55,9
1333,5,45,52,6
1334,6,47,51,5
1335,0,51,47,1
1336,1,55,40,4
1337,2,55,40,2
1338,3,56,33,2
1339,4,55,29,11
1340,5,52,31,4
1341,6,51,29,3
1342,0,47,27,9
1343,1,40,35,2
1344,2,40,33,5
1345,3,33,36,5
1346,4,29,39,2
1347,5,31,30,9
1348,6,29,35,7
1349,0,27,39,4
1350,1,35,34,7
1351,2,33,39,10
1352,3,36,44,6
1353,4,39,45,5
1354,5,30,48,5
1355,6,35,44,3
1356,0,39,40,6
1357,1,34,42,3
1358,2,39,38,3
1359,3,44,31,2
1360,4,45,27,2
1361,5,48,24,10
1362,6,44,29,4
1363,0,40,30,4
1364,1,42,28,7
1365,2,38,32,1
