112,3,22,0,1
113,3,23,0,1
114,3,24,0,1
115,3,25,0,1
116,3,26,0,1
117,3,27,0,1
118,3,28,0,1
119,3,29,0,1
120,4,0,0,0
121,4,1,415,0
122,4,2,0,0
123,4,3,0,0
124,4,4,17,0
125,4,5,51,0
126,4,6,95,0
127,4,7,630,0
128,4,8,227,0
129,4,9,338,0
130,4,10,185,0
131,4,11,211,0
132,4,12,318,0
133,4,13,248,0
134,4,14,285,0
135,4,15,141,0
136,4,16,0,1
137,4,17,210,1
138,4,18,233,1
139,4,19,919,1
140,4,20,328,1
141,4,21,72,1
142,4,22,0,1
143,4,23,0,1
144,4,24,0,1
145,4,25,0,1
146,4,26,0,1
147,4,27,0,1
148,4,28,0,1
149,4,29,0,1
150,5,0,56,0
151,5,1,78,0
152,5,2,90,0
153,5,3,34,0
154,5,4,113,0
155,5,5,8,0
156,5,6,191,0
157,5,7,94,0
158,5,8,253,0
159,5,9,289,0
160,5,10,174,0
161,5,11,120,0
162,5,12,348,0
163,5,13,225,0
164,5,14,279,0
165,5,15,128,0
166,5,16,17,1
167,5,17,225,1
168,5,18,269,1
169,5,19,596,1
170,5,20,390,1
171,5,21,246,1
172,5,22,21,1
173,5,23,0,1
174,5,24,0,1
175,5,25,0,1
176,5,26,0,1
177,5,27,0,1
178,5,28,0,1
179,5,29,0,1
180,6,0,0,0
181,6,1,33,0
182,6,2,523,0
183,6,3,597,0
184,6,4,36,0
185,6,5,126,0
186,6,6,316,0
187,6,7,89,0
188,6,8,199,0
189,6,9,342,2
190,6,10,580,2
191,6,11,169,0
192,6,12,271,2
193,6,13,215,0
194,6,14,314,0
195,6,15,514,1
196,6,16,20,1
197,6,17,273,1
198,6,18,296,1
199,6,19,671,1
200,6,20,444,1
201,6,21,96,1
202,6,22,3,1
203,6,23,0,1
204,6,24,0,1
205,6,25,0,1
206,6,26,0,1
207,6,27,0,1
208,6,28,0,1
209,6,29,0,1
210,7,0,0,0
211,7,1,48,0
212,7,2,755,0
213,7,3,523,0
214,7,4,109,0
215,7,5,2986,0
216,7,6,360,0
217,7,7,171,0
218,7,8,191,0
219,7,9,593,2
220,7,10,263,2
221,7,11,219,2
222,7,12,399,2
223,7,13,279,2
224,7,14,379,2
225,7,15,588,1
226,7,16,690,1
227,7,17,200,1
228,7,18,304,1
229,7,19,753,1
230,7,20,369,1
231,7,21,148,1
232,7,22,0,1
233,7,23,0,1
234,7,24,0,1
235,7,25,0,1
236,7,26,96,1
237,7,27,0,1
238,7,28,0,1
239,7,29,0,1
240,8,0,208,0
241,8,1,547,0
242,8,2,417,0
243,8,3,420,0
244,8,4,151,0
245,8,5,181,0
246,8,6,269,0
247,8,7,149,0
248,8,8,180,0
249,8,9,453,0
250,8,10,524,0
251,8,11,204,2
252,8,12,171,2
253,8,13,233,2
254,8,14,327,2
255,8,15,780,1
256,8,16,16,1
257,8,17,182,1
258,8,18,331,1
259,8,19,603,1
260,8,20,369,1
261,8,21,197,1
262,8,22,0,1
263,8,23,0,1
264,8,24,0,1
265,8,25,0,1
266,8,26,0,1
267,8,27,0,1
268,8,28,0,1
269,8,29,0,1
270,9,0,312,0
271,9,1,617,0
272,9,2,390,0
273,9,3,314,0
274,9,4,191,0
275,9,5,231,0
276,9,6,339,0
277,9,7,81,0
278,9,8,642,0
279,9,9,275,0
280,9,10,100,2
281,9,11,203,2
282,9,12,248,2
283,9,13,295,2
284,9,14,495,2
285,9,15,1296,1
286,9,16,75,1
287,9,17,1580,1
288,9,18,492,1
289,9,19,858,1
290,9,20,867,1
291,9,21,254,1
292,9,22,0,1
293,9,23,0,3
294,9,24,0,3
295,9,25,0,3
296,9,26,8,1
297,9,27,0,1
298,9,28,0,3
299,9,29,0,3
300,10,0,280,0
301,10,1,563,0
302,10,2,386,0
303,10,3,421,0
304,10,4,933,0
305,10,5,192,0
306,10,6,138,2
307,10,7,153,0
308,10,8,157,0
309,10,9,95,2
310,10,10,146,2
311,10,11,194,2
312,10,12,47,2
313,10,13,222,2
314,10,14,346,2
315,10,15,548,1
316,10,16,98,1
317,10,17,256,1
318,10,18,471,1
319,10,19,936,1
320,10,20,673,1
321,10,21,373,1
322,10,22,12,1
323,10,23,0,3
324,10,24,0,3
325,10,25,0,3
326,10,26,0,3
327,10,27,0,3
328,10,28,0,3
329,10,29,0,3
330,11,0,596,0
331,11,1,912,0
332,11,2,544,0
333,11,3,579,0
334,11,4,457,0
335,11,5,129,2
336,11,6,157,2
337,11,7,130,2
338,11,8,65,2
339,11,9,152,2
340,11,10,972,2
341,11,11,37,2
342,11,12,51,2
343,11,13,25,2
344,11,14,11,2
345,11,15,555,1
346,11,16,458,1
347,11,17,387,1
348,11,18,688,1
349,11,19,653,1
350,11,20,553,1
351,11,21,474,1
352,11,22,79,1
353,11,23,0,3
354,11,24,0,3
355,11,25,0,3
356,11,26,0,3
357,11,27,0,3
358,11,28,0,3
359,11,29,0,3
360,12,0,590,0
361,12,1,295,2
362,12,2,531,0
363,12,3,501,0
364,12,4,2031,0
365,12,5,214,2
366,12,6,293,2
367,12,7,235,2
368,12,8,96,2
369,12,9,226,2
370,12,10,463,2
371,12,11,109,2
372,12,12,83,2
373,12,13,70,2
374,12,14,160,2
375,12,15,796,1
376,12,16,4079,4
377,12,17,799,1
378,12,18,531,1
379,12,19,405,1
380,12,20,608,1
381,12,21,692,1
382,12,22,142,1
383,12,23,0,3
384,12,24,0,3
385,12,25,0,3
386,12,26,0,3
387,12,27,0,3
388,12,28,0,3
389,12,29,0,3
390,13,0,423,2
391,13,1,450,2
392,13,2,340,2
393,13,3,644,2
394,13,4,228,2
395,13,5,234,2
396,13,6,327,2
397,13,7,271,2
398,13,8,115,2
399,13,9,70,2
400,13,10,126,2
401,13,11,239,2
402,13,12,226,2
403,13,13,318,2
404,13,14,409,2
405,13,15,362,2
406,13,16,1935,3
407,13,17,932,3
408,13,18,1293,3
409,13,19,533,1
410,13,20,1444,3
411,13,21,588,1
412,13,22,526,1
413,13,23,161,3
414,13,24,342,3
415,13,25,405,3
416,13,26,438,3
417,13,27,0,3
418,13,28,0,3
419,13,29,0,3
420,14,0,244,2
421,14,1,489,2
422,14,2,1234,2
423,14,3,692,2
424,14,4,363,2
425,14,5,348,2
426,14,6,401,2
427,14,7,188,2
428,14,8,32,2
429,14,9,42,2
430,14,10,324,2
431,14,11,422,2
432,14,12,420,2
433,14,13,434,2
434,14,14,484,2
435,14,15,530,2
436,14,16,227,2
437,14,17,1052,3
438,14,18,1184,3
439,14,19,776,3
440,14,20,1537,3
441,14,21,1024,3
442,14,22,633,3
443,14,23,258,3
444,14,24,914,3
445,14,25,1107,3
446,14,26,480,3
447,14,27,0,3
448,14,28,0,3
449,14,29,0,3
450,15,0,215,2
451,15,1,539,2
452,15,2,453,2
453,15,3,1508,2
454,15,4,1060,2
455,15,5,346,2
456,15,6,292,2
457,15,7,387,2
458,15,8,318,2
459,15,9,564,2
460,15,10,162,2
461,15,11,343,2
462,15,12,369,2
463,15,13,628,2
464,15,14,3229,4
465,15,15,580,2
466,15,16,893,3
467,15,17,1492,3
468,15,18,1225,3
469,15,19,2120,3
470,15,20,1467,3
471,15,21,1151,3
472,15,22,598,3
473,15,23,648,3
474,15,24,1782,3
475,15,25,1801,3
476,15,26,477,3
477,15,27,0,3
478,15,28,0,3
479,15,29,0,3
480,16,0,174,2
481,16,1,374,2
482,16,2,404,2
483,16,3,533,2
484,16,4,873,2
485,16,5,1008,2
486,16,6,546,2
487,16,7,519,2
488,16,8,354,2
489,16,9,308,2
490,16,10,432,2
491,16,11,892,2
492,16,12,452,2
493,16,13,391,2
494,16,14,1170,3
495,16,15,2041,3
496,16,16,1324,3
497,16,17,2419,3
498,16,18,1673,3
499,16,19,2779,3
500,16,20,4236,4
501,16,21,2357,3
502,16,22,1623,3
503,16,23,1027,3
504,16,24,1479,3
505,16,25,1225,3
506,16,26,554,3
507,16,27,0,3
508,16,28,0,3
509,16,29,0,3
510,17,0,174,2
511,17,1,11,2
512,17,2,193,2
513,17,3,537,2
514,17,4,371,2
515,17,5,421,2
516,17,6,470,2
517,17,7,530,2
518,17,8,392,2
519,17,9,601,2
520,17,10,432,2
521,17,11,669,2
522,17,12,519,2
523,17,13,596,2
524,17,14,1662,3
525,17,15,1502,3
526,17,16,3482,4
527,17,17,2034,3
528,17,18,2525,3
529,17,19,1946,3
530,17,20,2633,3
531,17,21,2054,3
532,17,22,1163,3
533,17,23,1151,3
534,17,24,968,3
535,17,25,1142,3
536,17,26,548,3
537,17,27,0,3
538,17,28,0,3
539,17,29,0,3
540,18,0,1023,2
541,18,1,1095,2
542,18,2,5,2
543,18,3,5,2
544,18,4,261,2
545,18,5,395,2
546,18,6,212,2
547,18,7,718,2
548,18,8,763,2
549,18,9,2230,5
550,18,10,1128,5
551,18,11,998,5
552,18,12,1626,5
553,18,19,3065,3
554,18,20,4414,4
555,18,21,6691,4
556,18,22,3864,4
557,18,23,1935,3
558,18,24,1717,3
559,18,25,1187,3
560,18,26,1684,3
561,18,27,174,3
562,18,28,0,3
563,18,29,0,3
564,19,0,1342,2
565,19,1,1516,2
566,19,2,75,2
567,19,3,49,2
568,19,4,215,2
569,19,5,322,2
570,19,6,1195,2
571,19,7,568,2
572,19,8,642,2
573,19,9,309,2
574,19,10,1228,5
575,19,11,2432,5
576,19,12,4224,5
577,19,18,4436,4
578,19,22,3587,4
579,19,23,1053,3
580,19,24,839,3
581,19,25,1060,3
582,19,26,1960,3
583,19,27,2173,3
584,19,28,0,3
585,19,29,0,3
586,20,0,804,2
587,20,1,1042,2
588,20,2,102,2
589,20,3,153,2
590,20,4,104,2
591,20,5,309,2
592,20,6,251,2
593,20,7,583,2
594,20,8,519,2
595,20,9,219,2
596,20,10,791,2
597,20,11,1468,5
598,20,12,1656,5
599,20,13,1509,5
600,20,14,1162,5
601,20,15,1397,5
602,20,16,1284,5
603,20,17,4025,4
604,20,18,4475,4
605,20,22,2723,3
606,20,23,1238,3
607,20,24,1098,3
608,20,25,1164,3
609,20,26,2851,3
610,20,27,836,6
611,20,28,0,3
612,20,29,0,3
613,21,0,405,7
614,21,1,614,7
615,21,2,354,7
616,21,3,476,7
617,21,4,373,7
618,21,5,637,7
619,21,6,882,7
620,21,7,182,2
621,21,8,491,2
622,21,9,647,2
623,21,10,505,2
624,21,11,842,2
625,21,12,1518,5
626,21,13,3720,5
627,21,14,639,7
628,21,15,2498,5
629,21,16,1478,5
630,21,17,1464,5
631,21,22,4507,4
632,21,23,2519,3
633,21,24,4740,4
634,21,25,1100,6
635,21,26,2544,3
636,21,27,464,6
637,21,28,0,3
638,21,29,0,3
639,22,0,278,7
640,22,1,643,7
641,22,2,488,7
642,22,3,573,7
643,22,4,764,7
644,22,5,809,7
645,22,6,667,7
646,22,7,651,7
647,22,8,486,2
648,22,9,355,2
649,22,10,479,7
650,22,11,476,7
651,22,12,921,7
652,22,13,585,7
653,22,14,834,7
654,22,15,876,7
655,22,16,727,6
656,22,17,781,6
657,22,19,2532,3
658,22,20,3312,4
659,22,21,4417,4
660,22,22,3374,4
661,22,23,3081,4
662,22,24,2447,3
663,22,25,1115,6
664,22,26,762,6
665,22,27,0,3
666,22,28,0,3
667,22,29,0,3
668,23,0,173,7
669,23,1,151,7
670,23,2,455,7
671,23,3,990,7
672,23,4,183,7
673,23,5,274,7
674,23,6,821,7
675,23,7,555,2
676,23,8,480,2
677,23,9,280,2
678,23,10,157,7
679,23,11,559,7
680,23,12,3032,5
681,23,13,892,7
682,23,14,667,7
683,23,15,721,7
684,23,16,217,6
685,23,17,290,6
686,23,18,1643,3
687,23,19,2468,3
688,23,20,3079,4
689,23,21,2956,4
690,23,22,2031,3
691,23,23,2297,3
692,23,24,1466,3
693,23,25,149,6
694,23,26,0,6
695,23,27,0,6
696,23,28,0,6
697,23,29,0,6
698,24,0,64,7
699,24,1,0,7
700,24,2,314,7
701,24,3,1252,7
702,24,4,404,7
703,24,5,998,7
704,24,6,1630,7
705,24,7,3669,5
706,24,8,811,7
707,24,9,46,7
708,24,10,165,7
709,24,11,343,7
710,24,12,781,7
711,24,13,471,7
712,24,14,666,7
713,24,15,351,7
714,24,16,40,6
715,24,17,69,6
716,24,18,980,6
717,24,19,2006,3
718,24,20,1525,3
719,24,21,1387,3
720,24,22,1426,3
721,24,23,1753,3
722,24,24,3,6
723,24,25,0,6
724,24,26,0,6
725,24,27,0,6
726,24,28,0,6
727,24,29,0,6
728,25,0,21,7
729,25,1,321,7
730,25,2,514,7
731,25,3,1959,7
732,25,4,286,7
733,25,5,1423,7
734,25,6,1427,7
735,25,7,1311,7
736,25,8,1072,7
737,25,9,795,7
738,25,10,118,7
739,25,11,226,7
740,25,12,362,7
741,25,13,414,7
742,25,14,335,7
743,25,15,719,7
744,25,16,209,6
745,25,17,168,6
746,25,18,61,6
747,25,19,215,6
748,25,20,365,6
749,25,21,665,3
750,25,22,898,3
751,25,23,0,6
752,25,24,0,6
753,25,25,0,6
754,25,26,0,6
755,25,27,0,6
756,25,28,0,6
757,25,29,0,6
758,26,0,10,7
759,26,1,33,7
760,26,2,9,7
761,26,3,42,7
762,26,4,138,7
763,26,5,1551,7
764,26,6,1293,7
765,26,7,1104,7
766,26,8,399,7
767,26,9,92,7
768,26,10,47,7
769,26,11,52,7
770,26,12,39,7
771,26,13,1,7
772,26,14,19,7
773,26,15,0,6
774,26,16,0,6
775,26,17,0,6
776,26,18,0,6
777,26,19,0,6
778,26,20,0,6
779,26,21,0,6
780,26,22,0,6
781,26,23,0,6
782,26,24,0,6
783,26,25,0,6
784,26,26,0,6
785,26,27,0,6
786,26,28,0,6
787,26,29,0,6
788,27,0,0,7
789,27,1,0,7
790,27,2,0,7
791,27,3,0,7
792,27,4,42,7
793,27,5,520,7
794,27,6,1603,7
795,27,7,840,7
796,27,8,172,7
797,27,9,0,7
798,27,10,0,7
799,27,11,0,7
800,27,12,0,7
801,27,13,0,7
802,27,14,0,7
803,27,15,0,6
804,27,16,0,6
805,27,17,0,6
806,27,18,0,6
807,27,19,0,6
808,27,20,0,6
809,27,21,0,6
810,27,22,0,6
811,27,23,0,6
812,27,24,0,6
813,27,25,0,6
814,27,26,0,6
815,27,27,0,6
816,27,28,0,6
817,27,29,0,6
818,28,0,0,7
819,28,1,0,7
820,28,2,0,7
821,28,3,0,7
822,28,4,0,7
823,28,5,717,7
824,28,6,332,7
825,28,7,0,7
826,28,8,0,7
827,28,9,0,7
828,28,10,0,7
829,28,11,0,7
830,28,12,0,7
831,28,13,0,7
832,28,14,0,7
833,28,15,0,6
834,28,16,0,6
835,28,17,0,6
836,28,18,0,6
837,28,19,0,6
838,28,20,0,6
839,28,21,0,6
840,28,22,0,6
841,28,23,0,6
842,28,24,0,6
843,28,25,0,6
844,28,26,0,6
845,28,27,0,6
846,28,28,8,6
847,28,29,1142,6
848,29,0,2,7
849,29,1,0,7
850,29,2,0,7
851,29,3,0,7
852,29,4,26,7
853,29,5,0,7
854,29,6,0,7
855,29,7,0,7
856,29,8,0,7
857,29,9,0,7
858,29,10,0,7
859,29,11,0,7
860,29,12,0,7
861,29,13,0,7
862,29,14,0,7
863,29,15,0,6
864,29,16,0,6
865,29,17,0,6
866,29,18,0,6
867,29,19,0,6
868,29,20,0,6
869,29,21,0,6
870,29,22,0,6
871,29,23,0,6
872,29,24,0,6
873,29,25,0,6
874,29,26,0,6
875,29,27,4,6
876,29,28,0,6
877,29,29,0,6
,20,19,9277,9
,20,20,33019,9
,20,21,10041,9
,21,19,8345,9
,21,20,18090,9
,21,21,16506,9
,19,19,6483,9
,19,20,13284,9
,19,21,8590,9
,21,18,2079,9
,22,18,17342,9
,18,13,1503,8
,18,14,2105,8
,18,15,9735,8
,18,16,2536,8
,18,17,2784,8
,18,18,2887,8
,19,13,2328,8
,19,14,3873,8
,19,15,7248,8
,19,16,1947,8
,19,17,1882,8
