0.500000	0.500000	0
0.500000	0.500000	0
0.500000	1.500000	0
0.500000	1.500000	0
0.500000	2.500000	0
0.500000	2.500000	0
0.500000	3.500000	0
0.500000	3.500000	0
0.500000	4.500000	0
0.500000	4.500000	0
0.500000	5.500000	0
0.500000	5.500000	0
0.500000	6.500000	0
0.500000	6.500000	0
0.500000	7.500000	0
0.500000	7.500000	0
0.500000	8.500000	0
0.500000	8.500000	0
0.500000	9.500000	0
0.500000	9.500000	0
0.500000	10.500000	0
0.500000	10.500000	0
0.500000	11.500000	0
0.500000	11.500000	0
0.500000	12.500000	0
0.500000	12.500000	3
0.500000	13.500000	3
0.500000	13.500000	49
0.500000	14.500000	49
0.500000	14.500000	63
0.500000	15.500000	63
0.500000	15.500000	82
0.500000	16.500000	82
0.500000	16.500000	158
0.500000	17.500000	158
0.500000	17.500000	315
0.500000	18.500000	315
0.500000	18.500000	317
0.500000	19.500000	317
0.500000	19.500000	106
0.500000	20.500000	106
0.500000	20.500000	1
0.500000	21.500000	1
0.500000	21.500000	0
0.500000	22.500000	0
0.500000	22.500000	0
0.500000	23.500000	0
0.500000	23.500000	0
0.500000	24.500000	0
0.500000	24.500000	0
0.500000	25.500000	0
0.500000	25.500000	0
0.500000	26.500000	0
0.500000	26.500000	0
0.500000	27.500000	0
0.500000	27.500000	0
0.500000	28.500000	0
0.500000	28.500000	0
0.500000	29.500000	0
0.500000	29.500000	0
0.500000	30.500000	0

1.500000	0.500000	0
1.500000	0.500000	0
1.500000	1.500000	0
1.500000	1.500000	0
1.500000	2.500000	0
1.500000	2.500000	0
1.500000	3.500000	0
1.500000	3.500000	0
1.500000	4.500000	0
1.500000	4.500000	0
1.500000	5.500000	0
1.500000	5.500000	0
1.500000	6.500000	0
1.500000	6.500000	0
1.500000	7.500000	0
1.500000	7.500000	0
1.500000	8.500000	0
1.500000	8.500000	0
1.500000	9.500000	0
1.500000	9.500000	0
1.500000	10.500000	0
1.500000	10.500000	0
1.500000	11.500000	0
1.500000	11.500000	0
1.500000	12.500000	0
1.500000	12.500000	3
1.500000	13.500000	3
1.500000	13.500000	49
1.500000	14.500000	49
1.500000	14.500000	63
1.500000	15.500000	63
1.500000	15.500000	82
1.500000	16.500000	82
1.500000	16.500000	158
1.500000	17.500000	158
1.500000	17.500000	315
1.500000	18.500000	315
1.500000	18.500000	317
1.500000	19.500000	317
1.500000	19.500000	106
1.500000	20.500000	106
1.500000	20.500000	1
1.500000	21.500000	1
1.500000	21.500000	0
1.500000	22.500000	0
1.500000	22.500000	0
1.500000	23.500000	0
1.500000	23.500000	0
1.500000	24.500000	0
1.500000	24.500000	0
1.500000	25.500000	0
1.500000	25.500000	0
1.500000	26.500000	0
1.500000	26.500000	0
1.500000	27.500000	0
1.500000	27.500000	0
1.500000	28.500000	0
1.500000	28.500000	0
1.500000	29.500000	0
1.500000	29.500000	0
1.500000	30.500000	0

1.500000	0.500000	0
1.500000	0.500000	0
1.500000	1.500000	0
1.500000	1.500000	0
1.500000	2.500000	0
1.500000	2.500000	0
1.500000	3.500000	0
1.500000	3.500000	0
1.500000	4.500000	0
1.500000	4.500000	0
1.500000	5.500000	0
1.500000	5.500000	0
1.500000	6.500000	0
1.500000	6.500000	6
1.500000	7.500000	6
1.500000	7.500000	129
1.500000	8.500000	129
1.500000	8.500000	48
1.500000	9.500000	48
1.500000	9.500000	67
1.500000	10.500000	67
1.500000	10.500000	77
1.500000	11.500000	77
1.500000	11.500000	85
1.500000	12.500000	85
1.500000	12.500000	107
1.500000	13.500000	107
1.500000	13.500000	83
1.500000	14.500000	83
1.500000	14.500000	147
1.500000	15.500000	147
1.500000	15.500000	85
1.500000	16.500000	85
1.500000	16.500000	5
1.500000	17.500000	5
1.500000	17.500000	77
1.500000	18.500000	77
1.500000	18.500000	99
1.500000	19.500000	99
1.500000	19.500000	93
1.500000	20.500000	93
1.500000	20.500000	0
1.500000	21.500000	0
1.500000	21.500000	0
1.500000	22.500000	0
1.500000	22.500000	0
1.500000	23.500000	0
1.500000	23.500000	0
1.500000	24.500000	0
1.500000	24.500000	0
1.500000	25.500000	0
1.500000	25.500000	0
1.500000	26.500000	0
1.500000	26.500000	0
1.500000	27.500000	0
1.500000	27.500000	0
1.500000	28.500000	0
1.500000	28.500000	0
1.500000	29.500000	0
1.500000	29.500000	0
1.500000	30.500000	0

2.500000	0.500000	0
2.500000	0.500000	0
2.500000	1.500000	0
2.500000	1.500000	0
2.500000	2.500000	0
2.500000	2.500000	0
2.500000	3.500000	0
2.500000	3.500000	0
2.500000	4.500000	0
2.500000	4.500000	0
2.500000	5.500000	0
2.500000	5.500000	0
2.500000	6.500000	0
2.500000	6.500000	6
2.500000	7.500000	6
2.500000	7.500000	129
2.500000	8.500000	129
2.500000	8.500000	48
2.500000	9.500000	48
2.500000	9.500000	67
2.500000	10.500000	67
2.500000	10.500000	77
2.500000	11.500000	77
2.500000	11.500000	85
2.500000	12.500000	85
2.500000	12.500000	107
2.500000	13.500000	107
2.500000	13.500000	83
2.500000	14.500000	83
2.500000	14.500000	147
2.500000	15.500000	147
2.500000	15.500000	85
2.500000	16.500000	85
2.500000	16.500000	5
2.500000	17.500000	5
2.500000	17.500000	77
2.500000	18.500000	77
2.500000	18.500000	99
2.500000	19.500000	99
2.500000	19.500000	93
2.500000	20.500000	93
2.500000	20.500000	0
2.500000	21.500000	0
2.500000	21.500000	0
2.500000	22.500000	0
2.500000	22.500000	0
2.500000	23.500000	0
2.500000	23.500000	0
2.500000	24.500000	0
2.500000	24.500000	0
2.500000	25.500000	0
2.500000	25.500000	0
2.500000	26.500000	0
2.500000	26.500000	0
2.500000	27.500000	0
2.500000	27.500000	0
2.500000	28.500000	0
2.500000	28.500000	0
2.500000	29.500000	0
2.500000	29.500000	0
2.500000	30.500000	0

2.500000	0.500000	0
2.500000	0.500000	0
2.500000	1.500000	0
2.500000	1.500000	0
2.500000	2.500000	0
2.500000	2.500000	83
2.500000	3.500000	83
2.500000	3.500000	0
2.500000	4.500000	0
2.500000	4.500000	1
2.500000	5.500000	1
2.500000	5.500000	23
2.500000	6.500000	23
2.500000	6.500000	72
2.500000	7.500000	72
2.500000	7.500000	172
2.500000	8.500000	172
2.500000	8.500000	98
2.500000	9.500000	98
2.500000	9.500000	68
2.500000	10.500000	68
2.500000	10.500000	69
2.500000	11.500000	69
2.500000	11.500000	62
2.500000	12.500000	62
2.500000	12.500000	53
2.500000	13.500000	53
2.500000	13.500000	93
2.500000	14.500000	93
2.500000	14.500000	88
2.500000	15.500000	88
2.500000	15.500000	62
2.500000	16.500000	62
2.500000	16.500000	7
2.500000	17.500000	7
2.500000	17.500000	67
2.500000	18.500000	67
2.500000	18.500000	78
2.500000	19.500000	78
2.500000	19.500000	127
2.500000	20.500000	127
2.500000	20.500000	25
2.500000	21.500000	25
2.500000	21.500000	1
2.500000	22.500000	1
2.500000	22.500000	0
2.500000	23.500000	0
2.500000	23.500000	0
2.500000	24.500000	0
2.500000	24.500000	0
2.500000	25.500000	0
2.500000	25.500000	0
2.500000	26.500000	0
2.500000	26.500000	0
2.500000	27.500000	0
2.500000	27.500000	0
2.500000	28.500000	0
2.500000	28.500000	0
2.500000	29.500000	0
2.500000	29.500000	0
2.500000	30.500000	0

3.500000	0.500000	0
3.500000	0.500000	0
3.500000	1.500000	0
3.500000	1.500000	0
3.500000	2.500000	0
3.500000	2.500000	83
3.500000	3.500000	83
3.500000	3.500000	0
3.500000	4.500000	0
3.500000	4.500000	1
3.500000	5.500000	1
3.500000	5.500000	23
3.500000	6.500000	23
3.500000	6.500000	72
3.500000	7.500000	72
3.500000	7.500000	172
3.500000	8.500000	172
3.500000	8.500000	98
3.500000	9.500000	98
3.500000	9.500000	68
3.500000	10.500000	68
3.500000	10.500000	69
3.500000	11.500000	69
3.500000	11.500000	62
3.500000	12.500000	62
3.500000	12.500000	53
3.500000	13.500000	53
3.500000	13.500000	93
3.500000	14.500000	93
3.500000	14.500000	88
3.500000	15.500000	88
3.500000	15.500000	62
3.500000	16.500000	62
3.500000	16.500000	7
3.500000	17.500000	7
3.500000	17.500000	67
3.500000	18.500000	67
